234970939,"堀北真希好可愛呀～～～～
屏科有沒有像真希姊姊一樣大妹子？
可以嫁給我嗎？",想娶野豬妹,2020-12-12T18:17:41.052Z,2020-12-12T18:17:41.052Z,1,0,M
234970661,"第一次去聽真的很不錯，主持人的舞蹈感覺有練過，
之後有音樂會我會想再去聽。",管樂社音樂會,2020-12-12T17:19:38.724Z,2020-12-12T17:19:38.724Z,1,2,M
234970493,"小天使為你準備的FIN遺忘在館美旁邊的洗車場喔
晚上累了可以去拿來喝補充水分
喝完的同時能不能順便幫我找一個小天使🥺
https://i.imgur.com/iKkFXIi.jpg",尋找小主人,2020-12-12T16:45:49.455Z,2020-12-12T16:45:49.455Z,0,5,M
234970383,"這是我朋友的貓咪
有人知道是在科大路哪邊嗎...
因為發文者沒有回覆
希望有人知道🙏🙏🙏
https://i.imgur.com/T8VaGUH.jpg",科大路被撞橘貓,2020-12-12T16:28:07.748Z,2020-12-12T16:28:07.748Z,6,5,F
234970258,"高中的時候覺得交一堆朋友是很開心的事，但上大學之後，交際幾乎都是為了利益、報告課業啊
常常聊天的內容也都是八卦，
誰誰誰劈腿，或者誰出糗，表面關心別人，結果私底下拿這個當大家一起聊的話題，
大學這種人一堆==
而且不跟著一起講還會被說你這個人好奇怪，
好像不附和就不合群一樣，

也可能是沒遇到對的人，之後覺得交際麻煩，一個人也蠻好的，只需要交幾個朋友不用強求啦，如果不適合真的不要勉強自己，邊緣有邊緣的好處：）",邊緣人也不錯,2020-12-12T16:10:23.386Z,2020-12-12T16:13:07.923Z,11,11,F
234970063,有沒有人可以找出，在學校附近租給學生的房子不是違建，我好像找不太到,過高屏溪違建無罪,2020-12-12T15:38:53.955Z,2020-12-12T15:38:53.955Z,4,6,M
234969820,目前有飼養倉鼠的人，考慮幫鼠換跑輪、買水壺、鼠廁的，艾特目前有跨境免運的活動，因為我只想買水壺，金額沒有到，想找人湊免運，有意願的話可以在底下留言~,倉鼠用品品牌艾特,2020-12-12T15:03:42.341Z,2020-12-12T15:04:26.823Z,0,0,F
234969698,"請問系大會能自行規定一定要出席，否則曠課嗎？
如果曠課了話是會以什麼名義登記？
因為本身在系大會的時段有修課
謝謝",關於系大會,2020-12-12T14:45:56.710Z,2020-12-12T14:45:56.710Z,1,3,M
234969027,"有時候會不會覺得零食一買就要很大包然後吃不完、吃膩了
看到很多便宜好吃的零食給的很大包自己也吃不完，只能到處分送愛呢~
看到人家團購但數量不足流團的狀況
或是覺得網購運費有夠貴沒人分擔的xD
看過來吧！！！

本人興趣是購買一堆零食，有時候都是投喂舍友ww
宿舍櫃子兩格都是放零食~
但每次還是覺得零食不夠🤣但看到運費就覺得買不下手啊！！雖然有全家但都是常見的品牌而且都小包裝一下就沒了TT然後要很常補貨

放一下櫃子上的零食給各位看xD
歡迎各位也放上自己的零食櫃~
朋友都說有我這種宿友根本是在往橫的發展
幾乎餓了嘴饞都要往我這裡找
https://i.imgur.com/QxSYyaz.jpg",想問有沒有人對屏科團購零食的群組有興趣？,2020-12-12T12:51:17.074Z,2020-12-12T12:51:17.074Z,7,5,F
234968958,"晚上8:15左右
我騎機車從學校出來要直行(綠燈)
差點撞上一台機車
從冰心往小七
騎在人行道上

第一
你逆向行駛

第二
你違規行駛人行道

第三
你闖紅燈

第四
你TMD各種違規還不看路

拜託把駕照還回去
不要上路害死大家好嗎",駕照是雞腿便當換的嗎,2020-12-12T12:39:44.109Z,2020-12-12T12:40:20.947Z,10,10,F
234968629,"想問大家是怎麼經營社交的呢？
最近覺得我有點太邊緣了想多認識朋友，
我以女生為主因為男生感覺就不會有純友誼🥴
有人跟我一樣邊緣嗎？😝
要不要一起呀？",邊緣人集會,2020-12-12T11:32:20.993Z,2020-12-12T11:32:20.993Z,15,6,F
234968616,"因抽到下學期候補床位故轉租
起租日110/1/16～110/6/30
宿舍名稱:三立學園
地址 :屏東縣內埔鄉老埤村科大北路201巷66號
房屋類型:套房
坪數:6坪
租金:18,000/學期
押金:3,000元
電費:5/度
公電費:100/月
可否養寵物：可以
提供設備:鞋櫃、冷氣機、書桌*2、椅子*1、雙人床（含床墊）、WiFi、電視櫃、電熱水器、衣櫃
公共設備:洗衣機三台（20/次）、飲水機一台、冰箱一台、脫水機、烘衣機、公用室外曬衣場
*房東每個月固定會定期清理洗衣機和冰箱

備註:
離校門口非常近
時速50的機車騎到校門口，車程不到一分鐘
兩人同住不另外計費


麻煩搜尋🔍
#靠北屏科大45907
我有在底下留言 想了解可以私訊我～",三立學園轉讓,2020-12-12T11:29:36.827Z,2020-12-12T11:29:36.827Z,0,2,F
234968462,"求下學期合租壽比橋巷子進去整棟的房子，目前還剩兩間空房，房間空間很大，兩個人一起住也可以，兩個人住跟一個人住的價錢一樣哦~
租金：15000(有冷氣) 12000(無冷氣)/一學期
押金：2000
電費：依台電計費
每間房間都有獨立電表
樓層：目前剩一樓&二樓
每間房間都有附桌椅床板衣櫃
這是一樓客廳👇👇
https://i.imgur.com/AltIL1A.jpg

2樓房間👇👇 (因為手機問題所以照片上燈光看起來會很怪😅)
https://i.imgur.com/9wvLWRr.jpg

1樓房間👇👇
1樓房間有自己的廁所
https://i.imgur.com/pQQPavb.jpg
https://i.imgur.com/m7Uw2dr.jpg

1樓房間有自己的陽台👇👇
https://i.imgur.com/WsK5h16.jpg


房東人很好，有問題通知她都會馬上處理👍
大家都很好相處 歡迎來了解🙇‍♀",徵室友(整棟),2020-12-12T10:54:36.926Z,2020-12-12T12:37:34.317Z,6,12,F
234968087,"https://i.imgur.com/kEBw0wU.jpg
https://i.imgur.com/4cYv47X.jpg
https://i.imgur.com/w7hN0an.jpg
我的天天目前沒有需要吃苜蓿草（兩包皆全新）
便盆是前飼主贈送（我是養天竺鼠所以用不到）
大的粉色有尿痕（不介意者在收）、小的白色是全新",有人想要收嗎（免費贈送）,2020-12-12T09:33:29.325Z,2020-12-12T09:33:29.325Z,10,6,F
234967844,"因搬去樓上的雙人房而轉讓
名稱：首善學苑套房出租
地址：內埔鄉老埤村壽比路358號（7-11）旁邊
坪數：六坪
租金：24000 (每學期)
押金：5000元
管理費：無
公電費：1學期300元
水費：無
電費：4.5元/度 (兩個月收一次，不分冬夏季)
性別限制：無
可否炊煮：沒有廚房 (簡易家電可以)
可否養寵物：不可以
提供設備：105公分寬加大單人床、書桌椅、衣櫃、分離式冷氣、電熱水器、網路、WIFI、小冰箱、液晶電視、洗衣機
公用設備： 每樓1台飲水機，電梯，垃圾子車
https://i.imgur.com/FGjVTYU.jpg
https://i.imgur.com/shSmFOE.jpg
https://i.imgur.com/p0v5fMx.jpg
https://i.imgur.com/q7sQRft.jpg
https://i.imgur.com/hnzUStn.jpg
https://i.imgur.com/3VGbj5v.jpg
https://i.imgur.com/5SEPY4U.jpg
https://i.imgur.com/azLVpS9.jpg",宿舍轉讓,2020-12-12T08:38:00.740Z,2020-12-12T16:28:56.398Z,1,7,F
234967812,想問一下大富翁一直聞到煙味如何解決可以檢舉之類的嗎,大富翁煙味,2020-12-12T08:32:25.176Z,2020-12-12T08:32:25.176Z,1,5,M
234967545,"有誰家的小母犬走丟了嗎，帶來醫院掃晶片沒有晶片，醫生說大概5-7個月，已經14公斤了，未來可能會變成超大型犬，可能有40公斤，撿到的時候就有項圈跟牽繩了
https://i.imgur.com/bwycva9.jpg

拜託希望不要是棄養的，我有在靠北屏科發文，如果有人的狗不見，或是你朋友的狗不見，麻煩去靠北屏科聯絡我們
https://i.imgur.com/OMbkFT1.jpg
https://i.imgur.com/d3XmIu1.jpg",走丟的小狗,2020-12-12T07:34:37.601Z,2020-12-12T08:00:33.951Z,14,8,F
234967343,"只有我覺得這個店名很不習慣嗎？？
好懷念之前的名字",早安地球人,2020-12-12T06:58:19.004Z,2020-12-12T06:58:19.004Z,7,0,M
234967248,"https://i.imgur.com/vnnfRpt.jpg
https://i.imgur.com/Y02Y89r.jpg
在孟翔體育館對面路口 怕下雨就幫你包起來了",遺失外套,2020-12-12T06:33:52.881Z,2020-12-12T06:33:52.881Z,5,21,M
234966799,"剛剛從屏技切到壽比路時沒注意道後方來車
差點撞到雙載騎電動車的女生 真的很抱歉🤦🏻‍♂️",道歉🙇,2020-12-12T04:57:03.147Z,2020-12-12T04:57:03.147Z,0,2,M
234966318,"學生證在休運系辦請自己去認領哦
https://i.imgur.com/kP4Mrfu.jpg",體育館停車場撿到學生證,2020-12-12T02:59:21.691Z,2020-12-12T02:59:21.691Z,0,4,F
234966076,請問校門口的員生社跟幼保系一樓的員生社一樣只開平日嗎？還是說假日也有開？,員生社,2020-12-12T01:40:13.925Z,2020-12-12T01:40:13.925Z,2,2,F
234965095,"期末通識報告(•ω•)感謝各位的幫忙
祝大家期末ALL PASS(⁎⁍ ̴̛ᴗ⁍̴̛⁎)
https://docs.google.com/forms/d/e/1FAIpQLSc9lGDEQCyX3Td5UamMiSP_BldSClwd-fshnBfGI7dd-uMs1g/viewform",幫忙填個問卷👻感謝大家🙇‍♀,2020-12-11T17:32:19.299Z,2020-12-11T17:32:19.299Z,6,4,F
234964551,"昨天唱什麼我忘了⋯
今天唱的第一首是：陳忻玥 入土之前
重點是唱到一半的時候他樓上的男生還有跑到窗口鼓掌😂

https://www.dcard.tw/v2/vivid/videos/45aaf6cf-2798-43a2-815a-c806a291e5ff?r=0.5625


不得不說真的唱的很好聽欸！
不過真的有點太大聲了啦⋯
建議可以把窗戶關起來呦",哈佛連續兩天的個人演唱會😂,2020-12-11T16:07:34.806Z,2020-12-11T16:07:34.806Z,10,9,F
234963646,"9.50在科大路上那台紅色勁五
你的外表吸引到我了哈哈哈哈哈
如果你有看到口以留igㄇ🙏
p.s.旁邊在跟你在尬掐的",紅色勁五,2020-12-11T13:59:52.558Z,2020-12-11T13:59:52.558Z,5,3,M
234963436,"請問有人在回屏科方向的科大路上看見兩盒隱眼嗎？🥺
300度跟250度的
https://i.imgur.com/4zt2Mo0.jpg",隱眼飛不見,2020-12-11T13:26:26.463Z,2020-12-11T13:26:26.463Z,1,5,M
234962934,"https://i.imgur.com/4RoBaXI.jpg
如題 在校門口馬路上找到的 裡面沒有手 已送到教官室",失物招領 機車手套,2020-12-11T12:02:27.598Z,2020-12-11T12:02:27.598Z,1,4,M
234962677,"在這邊徵求有興趣當明年有意願當動態畢展模特兒的同學🙏
需要四個女生兩個男生
女生身高163以上
男生身高173以上
有意願的同學我會拿初稿跟你商量🥺
麻煩考慮一下~~~有興趣在下面幫我留言，非常感謝",畢展模特兒,2020-12-11T11:15:49.220Z,2020-12-11T11:16:44.168Z,22,7,F
234962486,"先跟所有被吵到的同學道歉
小弟目前買了一台檔車
因為前車主有改管沒有附上消音塞
所以管的聲音非常大
已有上網購買消音塞
造成困擾非常抱歉
小弟住在仁齋 為了不打擾到各位
所以已將車子停到校門口旁邊的停車場
平常上課目前也是請朋友載 等消音塞到",道歉,2020-12-11T10:41:28.469Z,2020-12-11T10:41:28.469Z,35,85,M
234961956,"請問一下 有些教授是用紙本的點名方式
想了解一下紙本點名會登錄到 
校務行政資訊系統的缺曠資料那裡嗎
紙本點跟線上點有什麼地方不一樣？",點名,2020-12-11T09:08:57.228Z,2020-12-11T09:08:57.228Z,13,1,M
234961306,"工商一下我們管樂的期末音樂會
歡迎大家一同參與我們的期末音樂會吧
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
🎺演出資訊🎺
✨時間：12/12 星期六~~
19：30 開始(19：00 入場)
✨地點：屏科大演藝廳
-
‼️溫馨小提醒‼️
• 記得全程配戴口罩
• 座位採自由入座並以梅花座形式
＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿＿
📩有問題歡迎私訊IG小編
npust_wind_band",響曜期末音樂會,2020-12-11T07:04:34.993Z,2020-12-11T07:04:34.993Z,4,12,M
234961075,"小大一第一次參加學校的聖誕晚會 嗨爆 爽 
請求學長姐 能在加場 享受活在當下～～～",昨晚 農農聖誕晚會🎄,2020-12-11T06:24:02.786Z,2020-12-11T06:24:02.786Z,7,20,M
234959528,"拜託可以記得自己洗（烘）過衣服嗎

讓別人一直等，妳們都不慚愧嗎

浪費別人時間欸

洗衣機只剩下一台了

是真把宿舍當自己家住？想到再去拿衣服？

總是造成別人困擾，我看這些人不要使用公共設施好了！",勇齋洗衣,2020-12-11T00:57:06.038Z,2020-12-11T00:57:06.038Z,9,10,F
