234970466,此篇文章為轉貼文章，請更新至最新版本觀看完整內容。,轉,2020-12-12T16:41:55.996Z,2020-12-12T16:41:55.996Z,0,0,M
234970415,此篇文章為轉貼文章，請更新至最新版本觀看完整內容。,轉,2020-12-12T16:33:34.817Z,2020-12-12T16:33:34.817Z,0,0,M
234969594,"https://tw.appledaily.com/life/20201212/WQ4KU2744RBHTEDVPTLDFAKTWM/
學校都不願意面對欸怎麼辦
中興學生硬起來好嗎
結果投訴新聞媒體的還是別的學校的學生😂我們好弱",哈哈上新聞了,2020-12-12T14:30:47.573Z,2020-12-12T14:30:47.573Z,3,13,F
234968742,"好窮喔
看到免運就忍不住結帳了
下個禮拜開始吃泡麵
你們雙12花了多少錢
來彼此分享花錢的快樂吧",雙12花了多少錢,2020-12-12T11:55:53.810Z,2020-12-12T11:55:53.810Z,5,5,F
234968351,"工作內容：
訪問家長學生、推廣課程
❌沒有業績壓力❌
薪水：158/hr
上班地點：中友百貨附近(三民路三段217號7樓)
上班時間：平日晚上19~21.30 假日下午14~16.30(彈性排班‼️)
聯絡人：陳老師(宏泰物理)
電話：0905-767-895(下午14.後打)
組長姐姐人很好！！！
沒有什麼業績壓力哦
排班很彈性！！！",有沒有人想找打工!!!,2020-12-12T10:30:02.961Z,2020-12-12T10:30:02.961Z,4,3,M
234967667,"第一次期中 42分 佔35%
第二次期中 40分 佔35%
期末  佔30%",翻盤機率,2020-12-12T07:58:01.557Z,2020-12-12T07:58:01.557Z,12,8,M
234967398,"剛剛在興大市集看到這篇文
https://i.imgur.com/eoEZv85.jpg
我昨天晚上11:30左右也遇過他，跟他聊了快20min，在校門口的十米拉麵那邊，原本我正準備騎車回家，忽然有人問我朝馬怎麼走，我就跟他說前面路口左轉接國光路再接林森路再接英才路再接中港路就到了，他還很認真的問我很多細節，於是我熱心的跟他講了很久。

講完後他跟我說他來這邊做下水道工程的，原本要搭車回台南，我問他這麼晚你騎ibike到那邊至少1hr，應該早就沒車了吧，他說他錢包證件什麼的都不見了回不去，只好騎ibike，我就問他你證件不見怎麼借車的，他跟我說他騎到一半才發現不見的。

這時他忽然開口跟我說帥哥你有沒有錢能借我搭客運回家，我又問他就算騎到那你要住哪，他跟我說他直接坐在秋紅谷公園椅子上等到天亮，我又問他那你報警了沒，他說他報警了但警察說沒人撿到錢包來報案，我又說警察沒幫你想辦法？他還語重心長的說這就要看警察熱不熱心了啊。

我就想說好吧不然你要多少，他說300多，這時我有點大聲的說：你搭車到那要300多？這麼多？(其實我根本沒概念，以為頂多200初而已，這時開始有點反悔要給他錢了XD)，此時他不知為啥忽然轉頭眼神開始飄說：對...差不多340，我只好拿錢包出來準備給他340時發現，我錢包只有一張1000，一張500，一張100，我說：哇，我剛好只有大鈔只剩一張100，我還把錢包開給他看，這時他忽然激動起來說：哎呀，真的很對不起帥哥啦，這就看帥哥方不方便了，言下之意好像是能不能給他500。

我心想給他500也太多了，心很痛啊...，我一個月的生活費也沒多少，於是我就說其實我住那邊我可以載你過去，阿你有沒有安全帽？他說沒有，我說好啦那沒關係這麼晚應該沒警察了，我載你去。這時他又忽然說啊不然他騎腳踏車去火車站就好了，火車站離這邊比較近，他改搭火車回去，此時我想說那算了反正給他100也不能搭車，要載他去秋紅谷他又不要，正準備離開說抱歉我幫不上忙的時候，他忽然說那不然100也行至少讓他喝個水吃點東西，我心想好吧，於是就給他100，還跟他說你加油。

沒想到他一拿到錢，什麼話都沒說，就立刻往國光路騎走了，此時我忽然心想，幹！是不是被騙了？於是我立刻鎖好腳踏車，跑去牽機車回家，想說如果沒騙我的話等等在國光路上應該會再遇到，結果騎沒多久還真的遇到了，我還特地轉頭看他，他也剛好跟我對到眼，本來停紅綠燈的時候要再跟他打招呼，但遲遲沒看到他，想說他是不是怕尷尬所以沒騎來我這。

直到剛剛看到那篇文我才知道被騙了，而且原來他不是怕尷尬才沒往前騎，而是又往學校騎回去騙別人惹...

這故事告訴我們下次遇到這種事，先幫他報警，如果他說他已經報警過了，那就不要理他了，如果連警察都沒幫他，我們也別幫了，畢竟我們只是個窮學生啊，顆顆。",在學校附近被借過錢的請進,2020-12-12T07:09:36.553Z,2020-12-12T07:11:46.244Z,7,9,M
234966810,"「人會堅強有兩種可能;沒人可以依靠,或當自己是某人的依靠.」
People are strong for two reasons:when there's no one to rely on,or when someone is solely relying on them.
https://i.imgur.com/GRimSKJ.jpg
「你的夢想是什麼？」
「夢想喔……我每天都會夢到被警察追。」
「我的夢想啊……是賺錢還債……這樣的夢想會太遠嗎？」
「父母在一個地方,老婆小孩在一個地方,在中間的我能怎麼辦」
https://i.imgur.com/hG1Glc4.jpg
    至2017年6月，台灣外籍移工已有約65萬人，而有近52,000餘移工逃逸。在所有移工輸入國中，以越南的仲介費最為高昂，也造成了在所有移工輸入國中，越南移工的逃跑人數最多，高達25,000多人，幾乎佔了總逃逸移工數目的一半。
雖然越南出國的仲介費用，法令明訂最高上限為3,000美元（約9萬多台幣），卻有許多私人仲介公司超收到7,000～8,000美元（21萬至24萬多台幣），造成移工們多半必須舉債才能付出高額的仲介費來台，甚至可能必須做長達一年以上的白工才能還清這些債務。
https://i.imgur.com/RrKDSbS.jpg
你曾想過為何移工即使受到不公平的對待，卻仍然奮不顧身地渡海來台工作嗎？ 《再見 可愛陌生人》榮獲2017勞動金像獎。 紀錄了外籍移工們來台工作後的情況，赤裸的揭露那些活在社會邊緣的生活。 他們和我們一樣懷抱著夢想，卻被出生的環境逼得失去選擇的權利，本以為來台工作就可以很快賺到足以還清債務、貼補家用的錢，殊不知他們能做的工作只有最低階的事情，根本沒人想做也賺不了多少錢。 到最後他們只希望賺到的錢能打平來台所需的種種手續費，勉強貼補在故鄉的家人的生活所需就好。 即使生活如此慘淡，當阿杜被問到 ：你覺得越南人還是台灣人對你比較好？ ：台灣人。 ：為什麼？ ：因為台灣人至少10個裡有5.6個就是好人了，越南人幾乎有9個都不好。 即使受到層層剝削，受到不平等的對待，受到歧視的眼光，在夾縫中奮力掙扎的他們，仍然覺得，台灣比較好。
「請為我們的困境,停止收過高的仲介費吧!」

🌟如果對移工議題有興趣的朋友，這邊有個活動分享給你，一起加入來台異鄉人的世界。
✨不移樣，又怎樣-進入來台異鄉人的世界
阮文雄神父演講 X 議題工作坊

▍活動時間：12/22（二）18:30 - 21:30
▍活動地點：中興大學 雲平樓 F12教室
▍活動費用：免費
▍報名方式：FB搜尋🔍 不移樣，又怎樣
https://docs.google.com/forms/d/e/1FAIpQLSeExhWLvp5Yn6IqqrhMehnWcuQI3Q1mX5KJQRsj2Q2-ZW8Mlg/viewform",＃電影分享 【移工議題】             ＜再見，可愛陌生人＞,2020-12-12T05:00:47.690Z,2020-12-12T08:18:31.847Z,2,6,F
234966362,"我大中興中文上新聞啦！！！
我都希望能去旁聽該大副教授的課了，應該會收穫滿滿👍
https://tw.appledaily.com/life/20201212/WQ4KU2744RBHTEDVPTLDFAKTWM/",中文系某副教授真U值,2020-12-12T03:13:25.631Z,2020-12-12T03:13:25.631Z,6,51,M
234965342,"湊十五個字湊湊快了快十五個字了
https://tw.appledaily.com/life/20201212/WQ4KU2744RBHTEDVPTLDFAKTWM/",我之後會不會也被她吉阿哈哈,2020-12-11T18:22:23.925Z,2020-12-11T18:22:23.925Z,3,14,F
